Start_Station,End_Station,Distance_km,Fare_INR
Singayyanapalya,Bommanahalli,28.8,90
Singayyanapalya,Hongasandra,30.0,90
Singayyanapalya,Kudlu Gate,31.2,90
Singayyanapalya,Singasandra,32.4,90
Singayyanapalya,Hosa Road,33.6,90
Singayyanapalya,Beratena Agrahara,34.8,90
Singayyanapalya,Electronic City,36.0,90
Singayyanapalya,Infosys Foundation Konappana Agrahara,37.2,90
Singayyanapalya,Huskur Road,38.4,90
Singayyanapalya,Biocon Hebbagodi,39.6,90
Singayyanapalya,Delta Electronics Bommasandra,40.8,90
Singayyanapalya,Bommasandra,42.0,90
Garudacharpalya,Challaghatta,36.0,90
Garudacharpalya,Kengeri Bus Terminal,34.8,90
Garudacharpalya,Kengeri,33.6,90
Garudacharpalya,Pattanagere,32.4,90
Garudacharpalya,Jnanabharathi,31.2,90
Garudacharpalya,Rajarajeshwari Nagar,30.0,90
Garudacharpalya,RR Nagar,28.8,90
Garudacharpalya,Nayandahalli,27.6,90
Garudacharpalya,Pantharapalya – Nayandahalli,26.4,90
Garudacharpalya,Mysuru Road,25.2,90
Garudacharpalya,Deepanjali Nagar,24.0,60
Garudacharpalya,Attiguppe,22.8,60
Garudacharpalya,Vijayanagar,21.6,60
Garudacharpalya,Hosahalli,20.4,60
Garudacharpalya,"Sri Balagangadharanatha Swamiji Station, Hosahalli",19.2,50
Garudacharpalya,Magadi Road,18.0,50
Garudacharpalya,Krantiveera Sangolli Rayanna Railway Station,16.8,50
Garudacharpalya,Majestic (Nadaprabhu Kempegowda),15.6,50
Garudacharpalya,Sir M. Visvesvaraya,14.4,40
Garudacharpalya,Vidhana Soudha,13.2,40
Garudacharpalya,Cubbon Park,12.0,40
Garudacharpalya,Mahatma Gandhi Road,10.8,40
Garudacharpalya,Trinity,9.6,30
Garudacharpalya,Halasuru,8.4,30
Garudacharpalya,Indiranagar,7.2,30
Garudacharpalya,Swami Vivekananda Road,6.0,30
Garudacharpalya,Baiyyappanahalli,4.8,20
Garudacharpalya,Bennigana Halli,3.6,20
Garudacharpalya,Krishnarajapura,2.4,20
Garudacharpalya,Singayyanapalya,1.2,10
Garudacharpalya,Garudacharpalya,0.0,10
Garudacharpalya,Hoodi,1.2,10
Garudacharpalya,Seetharamapalya,2.4,20
Garudacharpalya,Kundalahalli,3.6,20
Garudacharpalya,Nallurhalli,4.8,20
Garudacharpalya,Sri Sathya Sai Hospital,6.0,30
Garudacharpalya,Pattandur Agrahara,7.2,30
Garudacharpalya,Kadugodi Tree Park,8.4,30
Garudacharpalya,Channasandra,9.6,30
Garudacharpalya,Whitefield (Kadugodi),10.8,40
Garudacharpalya,Madavara,34.8,90
Garudacharpalya,Chikkabidarakallu,33.6,90
Garudacharpalya,Manjunath Nagar,32.4,90
Garudacharpalya,Nagasandra,31.2,90
Garudacharpalya,Dasarahalli,30.0,90
Garudacharpalya,Jalahalli,28.8,90
Garudacharpalya,Peenya Industry,27.6,90
Garudacharpalya,Peenya,26.4,90
Garudacharpalya,Goraguntepalya,25.2,90
Garudacharpalya,Yeshwanthpur,24.0,60
Garudacharpalya,Sandal Soap Factory,22.8,60
Garudacharpalya,Mahalakshmi,21.6,60
Garudacharpalya,Rajajinagar,20.4,60
Garudacharpalya,Kuvempu Road,19.2,50
Garudacharpalya,Srirampura,18.0,50
Garudacharpalya,Mantri Square Sampige Road,16.8,50
Garudacharpalya,Chickpete,16.8,50
Garudacharpalya,Krishna Rajendra Market,18.0,50
Garudacharpalya,National College,19.2,50
Garudacharpalya,Lalbagh,20.4,60
Garudacharpalya,South End Circle,21.6,60
Garudacharpalya,Jayanagar,22.8,60
Garudacharpalya,Rashtriya Vidyalaya Road,24.0,60
Garudacharpalya,Banashankari,25.2,90
Garudacharpalya,Jayaprakash Nagar,26.4,90
Garudacharpalya,Yelachenahalli,27.6,90
Garudacharpalya,Konanakunte Cross,28.8,90
Garudacharpalya,Doddakallasandra,30.0,90
Garudacharpalya,Vajarahalli,31.2,90
Garudacharpalya,Thalaghattapura,32.4,90
Garudacharpalya,Silk Institute,33.6,90
Garudacharpalya,Ragigudda,25.2,90
Garudacharpalya,Jayadeva Hospital,26.4,90
Garudacharpalya,BTM Layout,27.6,90
Garudacharpalya,Central Silk Board,28.8,90
Garudacharpalya,Bommanahalli,30.0,90
Garudacharpalya,Hongasandra,31.2,90
Garudacharpalya,Kudlu Gate,32.4,90
Garudacharpalya,Singasandra,33.6,90
Garudacharpalya,Hosa Road,34.8,90
Garudacharpalya,Beratena Agrahara,36.0,90
Garudacharpalya,Electronic City,37.2,90
Garudacharpalya,Infosys Foundation Konappana Agrahara,38.4,90
Garudacharpalya,Huskur Road,39.6,90
Garudacharpalya,Biocon Hebbagodi,40.8,90
Garudacharpalya,Delta Electronics Bommasandra,42.0,90
Garudacharpalya,Bommasandra,43.2,90
Hoodi,Challaghatta,37.2,90
Hoodi,Kengeri Bus Terminal,36.0,90
Hoodi,Kengeri,34.8,90
Hoodi,Pattanagere,33.6,90
Hoodi,Jnanabharathi,32.4,90
Hoodi,Rajarajeshwari Nagar,31.2,90
Hoodi,RR Nagar,30.0,90
Hoodi,Nayandahalli,28.8,90
Hoodi,Pantharapalya – Nayandahalli,27.6,90
Hoodi,Mysuru Road,26.4,90
Hoodi,Deepanjali Nagar,25.2,90
Hoodi,Attiguppe,24.0,60
Hoodi,Vijayanagar,22.8,60
Hoodi,Hosahalli,21.6,60
Hoodi,"Sri Balagangadharanatha Swamiji Station, Hosahalli",20.4,60
Hoodi,Magadi Road,19.2,50
Hoodi,Krantiveera Sangolli Rayanna Railway Station,18.0,50
Hoodi,Majestic (Nadaprabhu Kempegowda),16.8,50
Hoodi,Sir M. Visvesvaraya,15.6,50
Hoodi,Vidhana Soudha,14.4,40
Hoodi,Cubbon Park,13.2,40
Hoodi,Mahatma Gandhi Road,12.0,40
Hoodi,Trinity,10.8,40
Hoodi,Halasuru,9.6,30
Hoodi,Indiranagar,8.4,30
Hoodi,Swami Vivekananda Road,7.2,30
Hoodi,Baiyyappanahalli,6.0,30
Hoodi,Bennigana Halli,4.8,20
Hoodi,Krishnarajapura,3.6,20
Hoodi,Singayyanapalya,2.4,20
Hoodi,Garudacharpalya,1.2,10
Hoodi,Hoodi,0.0,10
Hoodi,Seetharamapalya,1.2,10
Hoodi,Kundalahalli,2.4,20
Hoodi,Nallurhalli,3.6,20
Hoodi,Sri Sathya Sai Hospital,4.8,20
Hoodi,Pattandur Agrahara,6.0,30
Hoodi,Kadugodi Tree Park,7.2,30
Hoodi,Channasandra,8.4,30
Hoodi,Whitefield (Kadugodi),9.6,30
Hoodi,Madavara,36.0,90
Hoodi,Chikkabidarakallu,34.8,90
Hoodi,Manjunath Nagar,33.6,90
Hoodi,Nagasandra,32.4,90
Hoodi,Dasarahalli,31.2,90
Hoodi,Jalahalli,30.0,90
Hoodi,Peenya Industry,28.8,90
Hoodi,Peenya,27.6,90
Hoodi,Goraguntepalya,26.4,90
Hoodi,Yeshwanthpur,25.2,90
Hoodi,Sandal Soap Factory,24.0,60
Hoodi,Mahalakshmi,22.8,60
Hoodi,Rajajinagar,21.6,60
Hoodi,Kuvempu Road,20.4,60
Hoodi,Srirampura,19.2,50
Hoodi,Mantri Square Sampige Road,18.0,50
Hoodi,Chickpete,18.0,50
Hoodi,Krishna Rajendra Market,19.2,50
Hoodi,National College,20.4,60
Hoodi,Lalbagh,21.6,60
Hoodi,South End Circle,22.8,60
Hoodi,Jayanagar,24.0,60
Hoodi,Rashtriya Vidyalaya Road,25.2,90
Hoodi,Banashankari,26.4,90
Hoodi,Jayaprakash Nagar,27.6,90
Hoodi,Yelachenahalli,28.8,90
Hoodi,Konanakunte Cross,30.0,90
Hoodi,Doddakallasandra,31.2,90
Hoodi,Vajarahalli,32.4,90
Hoodi,Thalaghattapura,33.6,90
Hoodi,Silk Institute,34.8,90
Hoodi,Ragigudda,26.4,90
Hoodi,Jayadeva Hospital,27.6,90
Hoodi,BTM Layout,28.8,90
Hoodi,Central Silk Board,30.0,90
Hoodi,Bommanahalli,31.2,90
Hoodi,Hongasandra,32.4,90
Hoodi,Kudlu Gate,33.6,90
Hoodi,Singasandra,34.8,90
Hoodi,Hosa Road,36.0,90
Hoodi,Beratena Agrahara,37.2,90
Hoodi,Electronic City,38.4,90
Hoodi,Infosys Foundation Konappana Agrahara,39.6,90
Hoodi,Huskur Road,40.8,90
Hoodi,Biocon Hebbagodi,42.0,90
Hoodi,Delta Electronics Bommasandra,43.2,90
Hoodi,Bommasandra,44.4,90
Seetharamapalya,Challaghatta,38.4,90
Seetharamapalya,Kengeri Bus Terminal,37.2,90
Seetharamapalya,Kengeri,36.0,90
Seetharamapalya,Pattanagere,34.8,90
Seetharamapalya,Jnanabharathi,33.6,90
Seetharamapalya,Rajarajeshwari Nagar,32.4,90
Seetharamapalya,RR Nagar,31.2,90
Seetharamapalya,Nayandahalli,30.0,90
Seetharamapalya,Pantharapalya – Nayandahalli,28.8,90
Seetharamapalya,Mysuru Road,27.6,90
Seetharamapalya,Deepanjali Nagar,26.4,90
Seetharamapalya,Attiguppe,25.2,90
Seetharamapalya,Vijayanagar,24.0,60
Seetharamapalya,Hosahalli,22.8,60
Seetharamapalya,"Sri Balagangadharanatha Swamiji Station, Hosahalli",21.6,60
Seetharamapalya,Magadi Road,20.4,60
Seetharamapalya,Krantiveera Sangolli Rayanna Railway Station,19.2,50
Seetharamapalya,Majestic (Nadaprabhu Kempegowda),18.0,50
Seetharamapalya,Sir M. Visvesvaraya,16.8,50
Seetharamapalya,Vidhana Soudha,15.6,50
Seetharamapalya,Cubbon Park,14.4,40
Seetharamapalya,Mahatma Gandhi Road,13.2,40
Seetharamapalya,Trinity,12.0,40
Seetharamapalya,Halasuru,10.8,40
Seetharamapalya,Indiranagar,9.6,30
Seetharamapalya,Swami Vivekananda Road,8.4,30
Seetharamapalya,Baiyyappanahalli,7.2,30
Seetharamapalya,Bennigana Halli,6.0,30
Seetharamapalya,Krishnarajapura,4.8,20
Seetharamapalya,Singayyanapalya,3.6,20
Seetharamapalya,Garudacharpalya,2.4,20
Seetharamapalya,Hoodi,1.2,10
Seetharamapalya,Seetharamapalya,0.0,10
Seetharamapalya,Kundalahalli,1.2,10
Seetharamapalya,Nallurhalli,2.4,20
Seetharamapalya,Sri Sathya Sai Hospital,3.6,20
Seetharamapalya,Pattandur Agrahara,4.8,20
Seetharamapalya,Kadugodi Tree Park,6.0,30
Seetharamapalya,Channasandra,7.2,30
Seetharamapalya,Whitefield (Kadugodi),8.4,30
Seetharamapalya,Madavara,37.2,90
Seetharamapalya,Chikkabidarakallu,36.0,90
Seetharamapalya,Manjunath Nagar,34.8,90
Seetharamapalya,Nagasandra,33.6,90
Seetharamapalya,Dasarahalli,32.4,90
Seetharamapalya,Jalahalli,31.2,90
Seetharamapalya,Peenya Industry,30.0,90
Seetharamapalya,Peenya,28.8,90
Seetharamapalya,Goraguntepalya,27.6,90
Seetharamapalya,Yeshwanthpur,26.4,90
Seetharamapalya,Sandal Soap Factory,25.2,90
Seetharamapalya,Mahalakshmi,24.0,60
Seetharamapalya,Rajajinagar,22.8,60
Seetharamapalya,Kuvempu Road,21.6,60
Seetharamapalya,Srirampura,20.4,60
Seetharamapalya,Mantri Square Sampige Road,19.2,50
Seetharamapalya,Chickpete,19.2,50
Seetharamapalya,Krishna Rajendra Market,20.4,60
Seetharamapalya,National College,21.6,60
Seetharamapalya,Lalbagh,22.8,60
Seetharamapalya,South End Circle,24.0,60
Seetharamapalya,Jayanagar,25.2,90
Seetharamapalya,Rashtriya Vidyalaya Road,26.4,90
Seetharamapalya,Banashankari,27.6,90
Seetharamapalya,Jayaprakash Nagar,28.8,90
Seetharamapalya,Yelachenahalli,30.0,90
Seetharamapalya,Konanakunte Cross,31.2,90
Seetharamapalya,Doddakallasandra,32.4,90
Seetharamapalya,Vajarahalli,33.6,90
Seetharamapalya,Thalaghattapura,34.8,90
Seetharamapalya,Silk Institute,36.0,90
Seetharamapalya,Ragigudda,27.6,90
Seetharamapalya,Jayadeva Hospital,28.8,90
Seetharamapalya,BTM Layout,30.0,90
Seetharamapalya,Central Silk Board,31.2,90
Seetharamapalya,Bommanahalli,32.4,90
Seetharamapalya,Hongasandra,33.6,90
Seetharamapalya,Kudlu Gate,34.8,90
Seetharamapalya,Singasandra,36.0,90
Seetharamapalya,Hosa Road,37.2,90
Seetharamapalya,Beratena Agrahara,38.4,90
Seetharamapalya,Electronic City,39.6,90
Seetharamapalya,Infosys Foundation Konappana Agrahara,40.8,90
Seetharamapalya,Huskur Road,42.0,90
Seetharamapalya,Biocon Hebbagodi,43.2,90
Seetharamapalya,Delta Electronics Bommasandra,44.4,90
Seetharamapalya,Bommasandra,45.6,90
Kundalahalli,Challaghatta,39.6,90
Kundalahalli,Kengeri Bus Terminal,38.4,90
Kundalahalli,Kengeri,37.2,90
Kundalahalli,Pattanagere,36.0,90
Kundalahalli,Jnanabharathi,34.8,90
Kundalahalli,Rajarajeshwari Nagar,33.6,90
Kundalahalli,RR Nagar,32.4,90
Kundalahalli,Nayandahalli,31.2,90
Kundalahalli,Pantharapalya – Nayandahalli,30.0,90
Kundalahalli,Mysuru Road,28.8,90
Kundalahalli,Deepanjali Nagar,27.6,90
Kundalahalli,Attiguppe,26.4,90
Kundalahalli,Vijayanagar,25.2,90
Kundalahalli,Hosahalli,24.0,60
Kundalahalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",22.8,60
Kundalahalli,Magadi Road,21.6,60
Kundalahalli,Krantiveera Sangolli Rayanna Railway Station,20.4,60
Kundalahalli,Majestic (Nadaprabhu Kempegowda),19.2,50
Kundalahalli,Sir M. Visvesvaraya,18.0,50
Kundalahalli,Vidhana Soudha,16.8,50
Kundalahalli,Cubbon Park,15.6,50
Kundalahalli,Mahatma Gandhi Road,14.4,40
Kundalahalli,Trinity,13.2,40
Kundalahalli,Halasuru,12.0,40
Kundalahalli,Indiranagar,10.8,40
Kundalahalli,Swami Vivekananda Road,9.6,30
Kundalahalli,Baiyyappanahalli,8.4,30
Kundalahalli,Bennigana Halli,7.2,30
Kundalahalli,Krishnarajapura,6.0,30
Kundalahalli,Singayyanapalya,4.8,20
Kundalahalli,Garudacharpalya,3.6,20
Kundalahalli,Hoodi,2.4,20
Kundalahalli,Seetharamapalya,1.2,10
Kundalahalli,Kundalahalli,0.0,10
Kundalahalli,Nallurhalli,1.2,10
Kundalahalli,Sri Sathya Sai Hospital,2.4,20
Kundalahalli,Pattandur Agrahara,3.6,20
Kundalahalli,Kadugodi Tree Park,4.8,20
Kundalahalli,Channasandra,6.0,30
Kundalahalli,Whitefield (Kadugodi),7.2,30
Kundalahalli,Madavara,38.4,90
Kundalahalli,Chikkabidarakallu,37.2,90
Kundalahalli,Manjunath Nagar,36.0,90
Kundalahalli,Nagasandra,34.8,90
Kundalahalli,Dasarahalli,33.6,90
Kundalahalli,Jalahalli,32.4,90
Kundalahalli,Peenya Industry,31.2,90
Kundalahalli,Peenya,30.0,90
Kundalahalli,Goraguntepalya,28.8,90
Kundalahalli,Yeshwanthpur,27.6,90
Kundalahalli,Sandal Soap Factory,26.4,90
Kundalahalli,Mahalakshmi,25.2,90
Kundalahalli,Rajajinagar,24.0,60
Kundalahalli,Kuvempu Road,22.8,60
Kundalahalli,Srirampura,21.6,60
Kundalahalli,Mantri Square Sampige Road,20.4,60
Kundalahalli,Chickpete,20.4,60
Kundalahalli,Krishna Rajendra Market,21.6,60
Kundalahalli,National College,22.8,60
Kundalahalli,Lalbagh,24.0,60
Kundalahalli,South End Circle,25.2,90
Kundalahalli,Jayanagar,26.4,90
Kundalahalli,Rashtriya Vidyalaya Road,27.6,90
Kundalahalli,Banashankari,28.8,90
Kundalahalli,Jayaprakash Nagar,30.0,90
Kundalahalli,Yelachenahalli,31.2,90
Kundalahalli,Konanakunte Cross,32.4,90
Kundalahalli,Doddakallasandra,33.6,90
Kundalahalli,Vajarahalli,34.8,90
Kundalahalli,Thalaghattapura,36.0,90
Kundalahalli,Silk Institute,37.2,90
Kundalahalli,Ragigudda,28.8,90
Kundalahalli,Jayadeva Hospital,30.0,90
Kundalahalli,BTM Layout,31.2,90
Kundalahalli,Central Silk Board,32.4,90
Kundalahalli,Bommanahalli,33.6,90
Kundalahalli,Hongasandra,34.8,90
Kundalahalli,Kudlu Gate,36.0,90
Kundalahalli,Singasandra,37.2,90
Kundalahalli,Hosa Road,38.4,90
Kundalahalli,Beratena Agrahara,39.6,90
Kundalahalli,Electronic City,40.8,90
Kundalahalli,Infosys Foundation Konappana Agrahara,42.0,90
Kundalahalli,Huskur Road,43.2,90
Kundalahalli,Biocon Hebbagodi,44.4,90
Kundalahalli,Delta Electronics Bommasandra,45.6,90
Kundalahalli,Bommasandra,46.8,90
Nallurhalli,Challaghatta,40.8,90
Nallurhalli,Kengeri Bus Terminal,39.6,90
Nallurhalli,Kengeri,38.4,90
Nallurhalli,Pattanagere,37.2,90
Nallurhalli,Jnanabharathi,36.0,90
Nallurhalli,Rajarajeshwari Nagar,34.8,90
Nallurhalli,RR Nagar,33.6,90
Nallurhalli,Nayandahalli,32.4,90
Nallurhalli,Pantharapalya – Nayandahalli,31.2,90
Nallurhalli,Mysuru Road,30.0,90
Nallurhalli,Deepanjali Nagar,28.8,90
Nallurhalli,Attiguppe,27.6,90
Nallurhalli,Vijayanagar,26.4,90
Nallurhalli,Hosahalli,25.2,90
Nallurhalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",24.0,60
Nallurhalli,Magadi Road,22.8,60
Nallurhalli,Krantiveera Sangolli Rayanna Railway Station,21.6,60
Nallurhalli,Majestic (Nadaprabhu Kempegowda),20.4,60
Nallurhalli,Sir M. Visvesvaraya,19.2,50
Nallurhalli,Vidhana Soudha,18.0,50
Nallurhalli,Cubbon Park,16.8,50
Nallurhalli,Mahatma Gandhi Road,15.6,50
Nallurhalli,Trinity,14.4,40
Nallurhalli,Halasuru,13.2,40
Nallurhalli,Indiranagar,12.0,40
Nallurhalli,Swami Vivekananda Road,10.8,40
Nallurhalli,Baiyyappanahalli,9.6,30
Nallurhalli,Bennigana Halli,8.4,30
Nallurhalli,Krishnarajapura,7.2,30
Nallurhalli,Singayyanapalya,6.0,30
Nallurhalli,Garudacharpalya,4.8,20
Nallurhalli,Hoodi,3.6,20
Nallurhalli,Seetharamapalya,2.4,20
Nallurhalli,Kundalahalli,1.2,10
Nallurhalli,Nallurhalli,0.0,10
Nallurhalli,Sri Sathya Sai Hospital,1.2,10
Nallurhalli,Pattandur Agrahara,2.4,20
Nallurhalli,Kadugodi Tree Park,3.6,20
Nallurhalli,Channasandra,4.8,20
Nallurhalli,Whitefield (Kadugodi),6.0,30
Nallurhalli,Madavara,39.6,90
Nallurhalli,Chikkabidarakallu,38.4,90
Nallurhalli,Manjunath Nagar,37.2,90
Nallurhalli,Nagasandra,36.0,90
Nallurhalli,Dasarahalli,34.8,90
Nallurhalli,Jalahalli,33.6,90
Nallurhalli,Peenya Industry,32.4,90
Nallurhalli,Peenya,31.2,90
Nallurhalli,Goraguntepalya,30.0,90
Nallurhalli,Yeshwanthpur,28.8,90
Nallurhalli,Sandal Soap Factory,27.6,90
Nallurhalli,Mahalakshmi,26.4,90
Nallurhalli,Rajajinagar,25.2,90
Nallurhalli,Kuvempu Road,24.0,60
Nallurhalli,Srirampura,22.8,60
Nallurhalli,Mantri Square Sampige Road,21.6,60
Nallurhalli,Chickpete,21.6,60
Nallurhalli,Krishna Rajendra Market,22.8,60
Nallurhalli,National College,24.0,60
Nallurhalli,Lalbagh,25.2,90
Nallurhalli,South End Circle,26.4,90
Nallurhalli,Jayanagar,27.6,90
Nallurhalli,Rashtriya Vidyalaya Road,28.8,90
Nallurhalli,Banashankari,30.0,90
Nallurhalli,Jayaprakash Nagar,31.2,90
Nallurhalli,Yelachenahalli,32.4,90
Nallurhalli,Konanakunte Cross,33.6,90
Nallurhalli,Doddakallasandra,34.8,90
Nallurhalli,Vajarahalli,36.0,90
Nallurhalli,Thalaghattapura,37.2,90
Nallurhalli,Silk Institute,38.4,90
Nallurhalli,Ragigudda,30.0,90
Nallurhalli,Jayadeva Hospital,31.2,90
Nallurhalli,BTM Layout,32.4,90
Nallurhalli,Central Silk Board,33.6,90
Nallurhalli,Bommanahalli,34.8,90
Nallurhalli,Hongasandra,36.0,90
Nallurhalli,Kudlu Gate,37.2,90
Nallurhalli,Singasandra,38.4,90
Nallurhalli,Hosa Road,39.6,90
Nallurhalli,Beratena Agrahara,40.8,90
Nallurhalli,Electronic City,42.0,90
Nallurhalli,Infosys Foundation Konappana Agrahara,43.2,90
Nallurhalli,Huskur Road,44.4,90
Nallurhalli,Biocon Hebbagodi,45.6,90
Nallurhalli,Delta Electronics Bommasandra,46.8,90
Nallurhalli,Bommasandra,48.0,90
Sri Sathya Sai Hospital,Challaghatta,42.0,90
Sri Sathya Sai Hospital,Kengeri Bus Terminal,40.8,90
Sri Sathya Sai Hospital,Kengeri,39.6,90
Sri Sathya Sai Hospital,Pattanagere,38.4,90
Sri Sathya Sai Hospital,Jnanabharathi,37.2,90
Sri Sathya Sai Hospital,Rajarajeshwari Nagar,36.0,90
Sri Sathya Sai Hospital,RR Nagar,34.8,90
Sri Sathya Sai Hospital,Nayandahalli,33.6,90
Sri Sathya Sai Hospital,Pantharapalya – Nayandahalli,32.4,90
Sri Sathya Sai Hospital,Mysuru Road,31.2,90
Sri Sathya Sai Hospital,Deepanjali Nagar,30.0,90
Sri Sathya Sai Hospital,Attiguppe,28.8,90
Sri Sathya Sai Hospital,Vijayanagar,27.6,90
Sri Sathya Sai Hospital,Hosahalli,26.4,90
Sri Sathya Sai Hospital,"Sri Balagangadharanatha Swamiji Station, Hosahalli",25.2,90
Sri Sathya Sai Hospital,Magadi Road,24.0,60
Sri Sathya Sai Hospital,Krantiveera Sangolli Rayanna Railway Station,22.8,60
Sri Sathya Sai Hospital,Majestic (Nadaprabhu Kempegowda),21.6,60
Sri Sathya Sai Hospital,Sir M. Visvesvaraya,20.4,60
Sri Sathya Sai Hospital,Vidhana Soudha,19.2,50
Sri Sathya Sai Hospital,Cubbon Park,18.0,50
Sri Sathya Sai Hospital,Mahatma Gandhi Road,16.8,50
Sri Sathya Sai Hospital,Trinity,15.6,50
Sri Sathya Sai Hospital,Halasuru,14.4,40
Sri Sathya Sai Hospital,Indiranagar,13.2,40
Sri Sathya Sai Hospital,Swami Vivekananda Road,12.0,40
Sri Sathya Sai Hospital,Baiyyappanahalli,10.8,40
Sri Sathya Sai Hospital,Bennigana Halli,9.6,30
Sri Sathya Sai Hospital,Krishnarajapura,8.4,30
Sri Sathya Sai Hospital,Singayyanapalya,7.2,30
Sri Sathya Sai Hospital,Garudacharpalya,6.0,30
Sri Sathya Sai Hospital,Hoodi,4.8,20
Sri Sathya Sai Hospital,Seetharamapalya,3.6,20
Sri Sathya Sai Hospital,Kundalahalli,2.4,20
Sri Sathya Sai Hospital,Nallurhalli,1.2,10
Sri Sathya Sai Hospital,Sri Sathya Sai Hospital,0.0,10
Sri Sathya Sai Hospital,Pattandur Agrahara,1.2,10
Sri Sathya Sai Hospital,Kadugodi Tree Park,2.4,20
Sri Sathya Sai Hospital,Channasandra,3.6,20
Sri Sathya Sai Hospital,Whitefield (Kadugodi),4.8,20
Sri Sathya Sai Hospital,Madavara,40.8,90
Sri Sathya Sai Hospital,Chikkabidarakallu,39.6,90
Sri Sathya Sai Hospital,Manjunath Nagar,38.4,90
Sri Sathya Sai Hospital,Nagasandra,37.2,90
Sri Sathya Sai Hospital,Dasarahalli,36.0,90
Sri Sathya Sai Hospital,Jalahalli,34.8,90
Sri Sathya Sai Hospital,Peenya Industry,33.6,90
Sri Sathya Sai Hospital,Peenya,32.4,90
Sri Sathya Sai Hospital,Goraguntepalya,31.2,90
Sri Sathya Sai Hospital,Yeshwanthpur,30.0,90
Sri Sathya Sai Hospital,Sandal Soap Factory,28.8,90
Sri Sathya Sai Hospital,Mahalakshmi,27.6,90
Sri Sathya Sai Hospital,Rajajinagar,26.4,90
Sri Sathya Sai Hospital,Kuvempu Road,25.2,90
Sri Sathya Sai Hospital,Srirampura,24.0,60
Sri Sathya Sai Hospital,Mantri Square Sampige Road,22.8,60
Sri Sathya Sai Hospital,Chickpete,22.8,60
Sri Sathya Sai Hospital,Krishna Rajendra Market,24.0,60
Sri Sathya Sai Hospital,National College,25.2,90
Sri Sathya Sai Hospital,Lalbagh,26.4,90
Sri Sathya Sai Hospital,South End Circle,27.6,90
Sri Sathya Sai Hospital,Jayanagar,28.8,90
Sri Sathya Sai Hospital,Rashtriya Vidyalaya Road,30.0,90
Sri Sathya Sai Hospital,Banashankari,31.2,90
Sri Sathya Sai Hospital,Jayaprakash Nagar,32.4,90
Sri Sathya Sai Hospital,Yelachenahalli,33.6,90
Sri Sathya Sai Hospital,Konanakunte Cross,34.8,90
Sri Sathya Sai Hospital,Doddakallasandra,36.0,90
Sri Sathya Sai Hospital,Vajarahalli,37.2,90
Sri Sathya Sai Hospital,Thalaghattapura,38.4,90
Sri Sathya Sai Hospital,Silk Institute,39.6,90
Sri Sathya Sai Hospital,Ragigudda,31.2,90
Sri Sathya Sai Hospital,Jayadeva Hospital,32.4,90
Sri Sathya Sai Hospital,BTM Layout,33.6,90
Sri Sathya Sai Hospital,Central Silk Board,34.8,90
Sri Sathya Sai Hospital,Bommanahalli,36.0,90
Sri Sathya Sai Hospital,Hongasandra,37.2,90
Sri Sathya Sai Hospital,Kudlu Gate,38.4,90
Sri Sathya Sai Hospital,Singasandra,39.6,90
Sri Sathya Sai Hospital,Hosa Road,40.8,90
Sri Sathya Sai Hospital,Beratena Agrahara,42.0,90
Sri Sathya Sai Hospital,Electronic City,43.2,90
Sri Sathya Sai Hospital,Infosys Foundation Konappana Agrahara,44.4,90
Sri Sathya Sai Hospital,Huskur Road,45.6,90
Sri Sathya Sai Hospital,Biocon Hebbagodi,46.8,90
Sri Sathya Sai Hospital,Delta Electronics Bommasandra,48.0,90
Sri Sathya Sai Hospital,Bommasandra,49.2,90
Pattandur Agrahara,Challaghatta,43.2,90
Pattandur Agrahara,Kengeri Bus Terminal,42.0,90
Pattandur Agrahara,Kengeri,40.8,90
Pattandur Agrahara,Pattanagere,39.6,90
Pattandur Agrahara,Jnanabharathi,38.4,90
Pattandur Agrahara,Rajarajeshwari Nagar,37.2,90
Pattandur Agrahara,RR Nagar,36.0,90
Pattandur Agrahara,Nayandahalli,34.8,90
Pattandur Agrahara,Pantharapalya – Nayandahalli,33.6,90
Pattandur Agrahara,Mysuru Road,32.4,90
Pattandur Agrahara,Deepanjali Nagar,31.2,90
Pattandur Agrahara,Attiguppe,30.0,90
Pattandur Agrahara,Vijayanagar,28.8,90
Pattandur Agrahara,Hosahalli,27.6,90
Pattandur Agrahara,"Sri Balagangadharanatha Swamiji Station, Hosahalli",26.4,90
Pattandur Agrahara,Magadi Road,25.2,90
